职位名称,公司名称,工作地点,薪资,工作经验,学历要求
Python/RPA开发工程师（工作地：福州市）,北京法意科技有限公司,福州·闽侯·荆溪,1.5-2万,3-5年,本科
软件开发（多语言 Java Python C/C++js等测试,外企德科数字技术有限公司,苏州·工业园区,1.2-2.4万,经验不限,本科
软件开发（多语言 Java Python C/C++js等测试,外企德科数字技术有限公司,苏州·工业园区,1.2-2.4万,经验不限,本科
"后端（python）-Django,Flask",软通动力信息技术(集团)股份有限公司,芜湖·鸠江区·芜湖经济技术开发区,1-1.1万,3-5年,本科
"后端（python）-Django,Flask",软通动力信息技术(集团)股份有限公司,芜湖·鸠江区·芜湖经济技术开发区,1-1.1万,3-5年,本科
python开发工程师,合邦电力科技有限公司,太原·小店·平阳路,6000-10000元,1-3年,本科
python开发工程师,合邦电力科技有限公司,太原·小店·平阳路,6000-10000元,1-3年,本科
python开发工程师,合邦电力科技有限公司,太原·小店·平阳路,6000-10000元,1-3年,本科
python开发工程师,合邦电力科技有限公司,太原·小店·平阳路,6000-10000元,1-3年,本科
JAVA/ Python/C/C++/Go/测试-智能汽车解决方案BU,外企德科数字技术有限公司,苏州·工业园区,1.5-3万·14薪,经验不限,本科
JAVA/ Python/C/C++/Go/测试-智能汽车解决方案BU,外企德科数字技术有限公司,苏州·工业园区,1.5-3万·14薪,经验不限,本科
东京招聘数据工程师/数据分析师（日语N2+）Python/SQL/云,株式会社GSD,日本,1.4-2.8万,经验不限,本科
东京招聘数据工程师/数据分析师（日语N2+）Python/SQL/云,株式会社GSD,日本,1.4-2.8万,经验不限,本科
ERP开发工程师（Java / Python / Golang /全栈）,青岛乐达信息产业发展有限公司,青岛·市北·海伦路,1.5-2万,3-5年,本科
ERP开发工程师（Java / Python / Golang /全栈）,青岛乐达信息产业发展有限公司,青岛·市北·海伦路,1.5-2万,3-5年,本科
Java/C/C++/python/测试工程师，岗位多,外企德科数字技术有限公司,上海·青浦·金泽,1.3-2.6万·14薪,无经验,本科
Java/C/C++/python/测试工程师，岗位多,外企德科数字技术有限公司,上海·青浦·金泽,1.3-2.6万·14薪,无经验,本科
Python开发,昆明信飞科技有限公司,昆明·盘龙·东华,9000-13000元,1-3年,本科
Python开发,昆明信飞科技有限公司,昆明·盘龙·东华,9000-13000元,1-3年,本科
python爬虫工程师,海天工程咨询有限公司,郑州·金水·祭城路,8000-10000元,1-3年,本科
python爬虫工程师,海天工程咨询有限公司,郑州·金水·祭城路,8000-10000元,1-3年,本科
JAVA/ Python/C/C++/GO/数据开发,外企德科数字技术有限公司,南京·雨花台·雨花,1.7-3万,经验不限,本科
JAVA/ Python/C/C++/GO/数据开发,外企德科数字技术有限公司,南京·雨花台·雨花,1.7-3万,经验不限,本科
python开发工程师,山西中维信息工程股份有限公司,太原·小店·平阳路,5000-8000元,3-5年,本科
python开发工程师,山西中维信息工程股份有限公司,太原·小店·平阳路,5000-8000元,3-5年,本科
python开发,美的集团,佛山·顺德·北滘,1.4-1.6万,5-10年,本科
python开发,美的集团,佛山·顺德·北滘,1.4-1.6万,5-10年,本科
JAVA/ Python/C/C++/GO/数据开发/测试,外企德科数字技术有限公司,成都·郫都·合作街道,1.5-3万·14薪,无经验,本科
JAVA/ Python/C/C++/GO/数据开发/测试,外企德科数字技术有限公司,成都·郫都·合作街道,1.5-3万·14薪,无经验,本科
python全栈工程师（AI 产品方向）,哈尔滨联德信息技术有限公司,哈尔滨·南岗·奋斗路,8000-16000元,3-5年,本科
python全栈工程师（AI 产品方向）,哈尔滨联德信息技术有限公司,哈尔滨·南岗·奋斗路,8000-16000元,3-5年,本科
python开发工程师,福州达砾森贸易有限公司,福州·仓山·金山,8000-15000元·13薪,经验不限,本科
python开发工程师,福州达砾森贸易有限公司,福州·仓山·金山,8000-15000元·13薪,经验不限,本科
JAVA/C/C++/Python/go/web开发工程师 全国岗14薪，全额社保公积金 应届生/考研/考公失败可投,外企德科数字技术有限公司,深圳·龙岗·坂田,1.5-3万·14薪,经验不限,本科
JAVA/C/C++/Python/go/web开发工程师 全国岗14薪，全额社保公积金 应届生/考研/考公失败可投,外企德科数字技术有限公司,深圳·龙岗·坂田,1.5-3万·14薪,经验不限,本科
图像处理算法工程师python,矿泰智能科技有限公司,邯郸·丛台区·光明桥街道,6000-12000元,1-3年,本科
图像处理算法工程师python,矿泰智能科技有限公司,邯郸·丛台区·光明桥街道,6000-12000元,1-3年,本科
python后端开发工程师,北京海天起点技术服务股份有限公司,株洲·荷塘区·月塘街道,1.2-1.5万,3-5年,本科
python后端开发工程师,北京海天起点技术服务股份有限公司,株洲·荷塘区·月塘街道,1.2-1.5万,3-5年,本科
软件通用岗位/接受应届考研考公失败 java/python/C++/测试/C/GO/大数据开发,外企德科数字技术有限公司,上海·浦东·金桥,1.5-3万·14薪,经验不限,本科
软件通用岗位/接受应届考研考公失败 java/python/C++/测试/C/GO/大数据开发,外企德科数字技术有限公司,上海·浦东·金桥,1.5-3万·14薪,经验不限,本科
python开发工程师,中通信息服务有限公司,佛山·南海·大沥,5000-6000元,1-3年,本科
python开发工程师,中通信息服务有限公司,佛山·南海·大沥,5000-6000元,1-3年,本科
爬虫Python开发工程师,美通社,天津·和平·劝业场,9000-14000元,经验不限,本科
爬虫Python开发工程师,美通社,天津·和平·劝业场,9000-14000元,经验不限,本科
JAVA/C/C++/Python/go/web开发工程师 全国岗14薪，全额社保公积金 应届生/考研/考公失败可投,外企德科数字技术有限公司,苏州·虎丘,1.5-3万·14薪,经验不限,本科
JAVA/C/C++/Python/go/web开发工程师 全国岗14薪，全额社保公积金 应届生/考研/考公失败可投,外企德科数字技术有限公司,苏州·虎丘,1.5-3万·14薪,经验不限,本科
Python开发工程师,中煤集团,济宁·任城区·接庄街道,8000-13000元,3-5年,本科
Python开发工程师,中煤集团,济宁·任城区·接庄街道,8000-13000元,3-5年,本科
Python开发工程师,中煤集团,济宁·任城区·接庄街道,8000-13000元,3-5年,本科
Python开发工程师,中煤集团,济宁·任城区·接庄街道,8000-13000元,3-5年,本科
python自动化测试工程师,安徽数启信息技术有限公司,合肥·蜀山·高新区,6000-9000元·13薪,无经验,本科
python自动化测试工程师,安徽数启信息技术有限公司,合肥·蜀山·高新区,6000-9000元·13薪,无经验,本科
JAVA/C/C++/Python/go/web开发工程师 全国岗14薪，全额社保公积金 应届生/考研/考公失败可投,外企德科数字技术有限公司,武汉·江夏·豹澥,1.5-3万·14薪,经验不限,本科
JAVA/C/C++/Python/go/web开发工程师 全国岗14薪，全额社保公积金 应届生/考研/考公失败可投,外企德科数字技术有限公司,武汉·江夏·豹澥,1.5-3万·14薪,经验不限,本科
python开发工程师,扬州唐梦网络科技合伙企业(有限合伙),扬州·邗江区·蒋王街道,8000-10000元,1-3年,本科
python开发工程师,扬州唐梦网络科技合伙企业(有限合伙),扬州·邗江区·蒋王街道,8000-10000元,1-3年,本科
Python 算法容器化工程师（偏算法落地）,云谷数科(黑龙江)有限公司,哈尔滨·南岗·芦家,5000-8000元,3-5年,本科
Python 算法容器化工程师（偏算法落地）,云谷数科(黑龙江)有限公司,哈尔滨·南岗·芦家,5000-8000元,3-5年,本科
python/java/c/c++/测试/算法,外企德科数字技术有限公司,上海·浦东·金桥,1.5-3万·14薪,经验不限,本科
python/java/c/c++/测试/算法,外企德科数字技术有限公司,上海·浦东·金桥,1.5-3万·14薪,经验不限,本科
python/ai工程师,安徽佳洪健康科技股份有限公司,阜阳·临泉县·邢塘街道,4000-8000元,经验不限,大专
python/ai工程师,安徽佳洪健康科技股份有限公司,阜阳·临泉县·邢塘街道,4000-8000元,经验不限,大专
Python/RPA开发工程师,北京法意科技有限公司,北京·海淀·北太平庄,1.5-2.5万,3-5年,本科
Python/RPA开发工程师,北京法意科技有限公司,北京·海淀·北太平庄,1.5-2.5万,3-5年,本科
软件开发（多语言 Java Python C/C++js等测试）,外企德科数字技术有限公司,杭州·滨江·长河,1.2-2.4万,经验不限,本科
软件开发（多语言 Java Python C/C++js等测试）,外企德科数字技术有限公司,杭州·滨江·长河,1.2-2.4万,经验不限,本科
数据工程师（Python）,数行者(深圳)科技有限公司,深圳·福田·福田街道,1-1.3万,1-3年,本科
数据工程师（Python）,数行者(深圳)科技有限公司,深圳·福田·福田街道,1-1.3万,1-3年,本科
python后端开发工程师,武汉大章精工信息技术有限公司,武汉·洪山·卓刀泉,1-1.5万,5-10年,本科
python后端开发工程师,武汉大章精工信息技术有限公司,武汉·洪山·卓刀泉,1-1.5万,5-10年,本科
Java/C/C++/Python/JS 软件开发（多部门推荐）,外企德科数字技术有限公司,苏州·虎丘,1.6-3万·14薪,经验不限,本科
Java/C/C++/Python/JS 软件开发（多部门推荐）,外企德科数字技术有限公司,苏州·虎丘,1.6-3万·14薪,经验不限,本科
python全栈工程师,北京海迩西医疗科技有限公司,北京·东城·永定门外,2.5-4万,3-5年,博士
python全栈工程师,北京海迩西医疗科技有限公司,北京·东城·永定门外,2.5-4万,3-5年,博士
python开发（南京）,南京迈特望科技股份有限公司,南京·秦淮·朝天宫,1.5-2万,3-5年,本科
python开发（南京）,南京迈特望科技股份有限公司,南京·秦淮·朝天宫,1.5-2万,3-5年,本科
C/C#/C++/python/java/,外企德科数字技术有限公司,武汉·江夏·豹澥,1-2万,经验不限,本科
C/C#/C++/python/java/,外企德科数字技术有限公司,武汉·江夏·豹澥,1-2万,经验不限,本科
Python/C++编程实习老师,丹田集团,珠海·香洲区·狮山街道,3000-4000元,无经验,本科
Python/C++编程实习老师,丹田集团,珠海·香洲区·狮山街道,3000-4000元,无经验,本科
python,诚迈科技股份有限公司,青岛·崂山·中韩,1.6-2万,5-10年,本科
python,诚迈科技股份有限公司,青岛·崂山·中韩,1.6-2万,5-10年,本科
Java/Python/C/C++/数开/测试/算法/前端岗,外企德科数字技术有限公司,上海·浦东·金桥,1.5-3万·14薪,经验不限,本科
Java/Python/C/C++/数开/测试/算法/前端岗,外企德科数字技术有限公司,上海·浦东·金桥,1.5-3万·14薪,经验不限,本科
Python/C++编程老师,丹田集团,珠海·香洲区·狮山街道,6000-8000元,1-3年,本科
Python/C++编程老师,丹田集团,珠海·香洲区·狮山街道,6000-8000元,1-3年,本科
python后端开发（政府项目/远程面试/双休）,软通动力信息技术(集团)股份有限公司,广州·黄埔·萝岗,1.7-2.5万,1-3年,本科
python后端开发（政府项目/远程面试/双休）,软通动力信息技术(集团)股份有限公司,广州·黄埔·萝岗,1.7-2.5万,1-3年,本科
软件工程师c/c++/python/java+双休,外企德科数字技术有限公司,南京·雨花台·雨花,2.2-2.3万·16薪,经验不限,本科
软件工程师c/c++/python/java+双休,外企德科数字技术有限公司,南京·雨花台·雨花,2.2-2.3万·16薪,经验不限,本科
软件工程师c/c++/python/java+双休,外企德科数字技术有限公司,南京·雨花台·雨花,2.2-2.3万·16薪,经验不限,本科
软件工程师c/c++/python/java+双休,外企德科数字技术有限公司,南京·雨花台·雨花,2.2-2.3万·16薪,经验不限,本科
机器人编程教师（Python、C++）,丹田集团,珠海·香洲区·狮山街道,7000-10000元,1-3年,本科
机器人编程教师（Python、C++）,丹田集团,珠海·香洲区·狮山街道,7000-10000元,1-3年,本科
python开发工程师,煜邦数字科技(广东)有限公司深圳分公司,广州·海珠·琶洲,1-1.3万,3-5年,本科
python开发工程师,煜邦数字科技(广东)有限公司深圳分公司,广州·海珠·琶洲,1-1.3万,3-5年,本科
java、C/C++、python等个后端开发,外企德科数字技术有限公司,北京·海淀,1.6-3万·16薪,经验不限,本科
java、C/C++、python等个后端开发,外企德科数字技术有限公司,北京·海淀,1.6-3万·16薪,经验不限,本科
python自动化测试工程师,上海微创软件股份有限公司,深圳·南山·粤海,7000-9000元,1年以下,本科
python自动化测试工程师,上海微创软件股份有限公司,深圳·南山·粤海,7000-9000元,1年以下,本科
python开发师,首聘(北京)科技有限公司,西安·雁塔·漳浒寨,1-1.1万,1-3年,大专
python开发师,首聘(北京)科技有限公司,西安·雁塔·漳浒寨,1-1.1万,1-3年,大专
C/C++/Java/JS/Python软件开发【全国有岗】,外企德科数字技术有限公司,南昌·红谷滩·沙井,1.5-3万·14薪,经验不限,本科
C/C++/Java/JS/Python软件开发【全国有岗】,外企德科数字技术有限公司,南昌·红谷滩·沙井,1.5-3万·14薪,经验不限,本科
python开发/30-40k/18薪,重庆百融睿达科技有限公司,北京·朝阳·望京,2.5-4万·18薪,3-5年,本科
python开发/30-40k/18薪,重庆百融睿达科技有限公司,北京·朝阳·望京,2.5-4万·18薪,3-5年,本科
Python工程师,辽宁北斗云数字科技有限公司,沈阳·和平·北市场,7000-10000元,1-3年,本科
Python工程师,辽宁北斗云数字科技有限公司,沈阳·和平·北市场,7000-10000元,1-3年,本科
JAVA/C/C++/Python/go/web开发工程师 全国岗14薪，全额社保公积金 应届生/考研/考公失败可投,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.5-3万·14薪,经验不限,本科
