职位名称,公司名称,工作地点,薪资,工作经验,学历要求
Java/C/C++/python/GO/web/测试,外企德科数字技术有限公司,武汉·江夏·豹澥,1.2-2.4万·14薪,经验不限,本科
C/JAVA/C++/Python/JS软件开发工程师,外企德科数字技术有限公司,济南·历下·龙洞,1.5-3万·14薪,无经验,本科
C/JAVA/C++/Python/JS软件开发工程师,外企德科数字技术有限公司,济南·历下·龙洞,1.5-3万·14薪,无经验,本科
java/c++/C/Python/前端开发工程师,外企德科数字技术有限公司,北京·海淀,1.5-3万·14薪,经验不限,本科
java/c++/C/Python/前端开发工程师,外企德科数字技术有限公司,北京·海淀,1.5-3万·14薪,经验不限,本科
java/Python/C/C++/JS/AI算法/软件测试,外企德科数字技术有限公司,成都·郫都·合作街道,1.5-3万,1-3年,本科
java/Python/C/C++/JS/AI算法/软件测试,外企德科数字技术有限公司,成都·郫都·合作街道,1.5-3万,1-3年,本科
java/c++/C/Python/前端开发工程师,外企德科数字技术有限公司,成都·郫都·合作街道,1.5-3万·14薪,经验不限,本科
java/c++/C/Python/前端开发工程师,外企德科数字技术有限公司,成都·郫都·合作街道,1.5-3万·14薪,经验不限,本科
java/c++/C/Python/前端开发工程师,外企德科数字技术有限公司,成都·郫都·合作街道,1.5-3万·14薪,经验不限,本科
java/c++/C/Python/前端开发工程师,外企德科数字技术有限公司,成都·郫都·合作街道,1.5-3万·14薪,经验不限,本科
Java/C/C++/Python/GO/JS,外企德科数字技术有限公司,杭州·滨江·长河,1.3-2.6万·14薪,经验不限,本科
Java/C/C++/Python/GO/JS,外企德科数字技术有限公司,杭州·滨江·长河,1.3-2.6万·14薪,经验不限,本科
java/Python/C/C++/JS/AI算法/软件测试,外企德科数字技术有限公司,深圳·龙岗·坂田,2-4万,经验不限,本科
java/Python/C/C++/JS/AI算法/软件测试,外企德科数字技术有限公司,深圳·龙岗·坂田,2-4万,经验不限,本科
java/python/C++/测试/C/GO/大数据开发 软件通用岗位/接受应届考研考公失败,外企德科数字技术有限公司,成都·郫都·合作街道,1.5-3万·14薪,经验不限,本科
java/python/C++/测试/C/GO/大数据开发 软件通用岗位/接受应届考研考公失败,外企德科数字技术有限公司,成都·郫都·合作街道,1.5-3万·14薪,经验不限,本科
C/C++/Java/Python/JS软件开发/算法/数据,外企德科数字技术有限公司,苏州·虎丘,1.7-3万·15薪,经验不限,本科
C/C++/Java/Python/JS软件开发/算法/数据,外企德科数字技术有限公司,苏州·虎丘,1.7-3万·15薪,经验不限,本科
C/C++、Java、Python、JS、测试等工程师,外企德科数字技术有限公司,上海·青浦·金泽,1.5-2.7万·16薪,经验不限,本科
C/C++、Java、Python、JS、测试等工程师,外企德科数字技术有限公司,上海·青浦·金泽,1.5-2.7万·16薪,经验不限,本科
JAVA/C/C++/Python/go/web开发工程师 全国岗，14薪，全额社保公积金 应届生/考研/考公失败可投,外企德科数字技术有限公司,上海·青浦·金泽,1.5-3万·14薪,经验不限,本科
JAVA/C/C++/Python/go/web开发工程师 全国岗，14薪，全额社保公积金 应届生/考研/考公失败可投,外企德科数字技术有限公司,上海·青浦·金泽,1.5-3万·14薪,经验不限,本科
JAVA/C++/C/Python 14薪双休 应届生可投,外企德科数字技术有限公司,苏州·昆山·玉山,1.5-3万,经验不限,本科
JAVA/C++/C/Python 14薪双休 应届生可投,外企德科数字技术有限公司,苏州·昆山·玉山,1.5-3万,经验不限,本科
Java/C++/C/Python/GO/JS,外企德科数字技术有限公司,东莞·大朗镇,1.2-2.4万·15薪,经验不限,本科
Java/C++/C/Python/GO/JS,外企德科数字技术有限公司,东莞·大朗镇,1.2-2.4万·15薪,经验不限,本科
JAVA/C++/C/Python 14薪双休 应届生可投,外企德科数字技术有限公司,成都·锦江·书院街,1.5-3万,经验不限,本科
JAVA/C++/C/Python 14薪双休 应届生可投,外企德科数字技术有限公司,成都·锦江·书院街,1.5-3万,经验不限,本科
测试/前端/后端开发工程师Java/C/C++/Python,外企德科数字技术有限公司,杭州·滨江·长河,1.5-2.8万·14薪,经验不限,本科
测试/前端/后端开发工程师Java/C/C++/Python,外企德科数字技术有限公司,杭州·滨江·长河,1.5-2.8万·14薪,经验不限,本科
软件开发工程师（java/c++/测试/算法）,外企德科数字技术有限公司,南京·雨花台·雨花,1.5-3万,无经验,本科
软件开发工程师（java/c++/测试/算法）,外企德科数字技术有限公司,南京·雨花台·雨花,1.5-3万,无经验,本科
java/c++/python后端开发/软件测试,外企德科数字技术有限公司,深圳·龙岗·坂田,1.5-3万·16薪,经验不限,本科
java/c++/python后端开发/软件测试,外企德科数字技术有限公司,深圳·龙岗·坂田,1.5-3万·16薪,经验不限,本科
软件开发工程师（Java/C/C++/python),外企德科数字技术有限公司,武汉·江夏·豹澥,1.5-3万·14薪,经验不限,本科
软件开发工程师（Java/C/C++/python),外企德科数字技术有限公司,武汉·江夏·豹澥,1.5-3万·14薪,经验不限,本科
Java/python/JS/C++/测试(核心项目 年终奖,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.8-3.5万·16薪,经验不限,本科
Java/python/JS/C++/测试(核心项目 年终奖,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.8-3.5万·16薪,经验不限,本科
C++/C,外企德科数字技术有限公司,深圳·龙岗·坂田,1.5-3万·14薪,经验不限,本科
C++/C,外企德科数字技术有限公司,深圳·龙岗·坂田,1.5-3万·14薪,经验不限,本科
软件研发工程师（有Java、C、C++、Python、go、JS等）,外企德科数字技术有限公司,上海·浦东·金桥,1.2-2.4万·14薪,经验不限,本科
软件研发工程师（有Java、C、C++、Python、go、JS等）,外企德科数字技术有限公司,上海·浦东·金桥,1.2-2.4万·14薪,经验不限,本科
c++软件研发工程师,外企德科数字技术有限公司,深圳·龙岗·坂田,1-2万·14薪,1-3年,本科
c++软件研发工程师,外企德科数字技术有限公司,深圳·龙岗·坂田,1-2万·14薪,1-3年,本科
c++开发工程师,外企德科数字技术有限公司,南京·雨花台·铁心桥,1.5-3万,经验不限,本科
c++开发工程师,外企德科数字技术有限公司,南京·雨花台·铁心桥,1.5-3万,经验不限,本科
C/C++软件开发工程师（初中高级均有-线上面试）,外企德科数字技术有限公司,上海·浦东·金桥,1.5-3万·14薪,3-5年,本科
C/C++软件开发工程师（初中高级均有-线上面试）,外企德科数字技术有限公司,上海·浦东·金桥,1.5-3万·14薪,3-5年,本科
Java/JS/Python/算法/C/C++工程师,外企德科数字技术有限公司,上海·浦东·金桥,1.2-2.4万·14薪,经验不限,本科
Java/JS/Python/算法/C/C++工程师,外企德科数字技术有限公司,上海·浦东·金桥,1.2-2.4万·14薪,经验不限,本科
Java/JS/Python/算法/C/C++工程师,外企德科数字技术有限公司,上海·浦东·金桥,1.2-2.4万·14薪,经验不限,本科
Java/JS/Python/算法/C/C++工程师,外企德科数字技术有限公司,上海·浦东·金桥,1.2-2.4万·14薪,经验不限,本科
Java/JS/Python/算法/C/C++工程师,外企德科数字技术有限公司,杭州·滨江·西兴,1.2-2.4万·14薪,经验不限,本科
Java/JS/Python/算法/C/C++工程师,外企德科数字技术有限公司,杭州·滨江·西兴,1.2-2.4万·14薪,经验不限,本科
C/C++/Java/Python/GO/算法/web前端开发,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.6-3万·14薪,经验不限,本科
C/C++/Java/Python/GO/算法/web前端开发,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.6-3万·14薪,经验不限,本科
java、C/C++、js、python等后端开发,外企德科数字技术有限公司,合肥·蜀山·荷叶地,1.4-2.8万·16薪,经验不限,本科
java、C/C++、js、python等后端开发,外企德科数字技术有限公司,合肥·蜀山·荷叶地,1.4-2.8万·16薪,经验不限,本科
java/c++/C/Python/前端开发工程师,外企德科数字技术有限公司,上海·青浦·金泽,1.5-3万·14薪,经验不限,本科
java/c++/C/Python/前端开发工程师,外企德科数字技术有限公司,上海·青浦·金泽,1.5-3万·14薪,经验不限,本科
C/C++/Java/JS/Python软件开发（全国有岗 接受应届）,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.5-3万·14薪,经验不限,本科
C/C++/Java/JS/Python软件开发（全国有岗 接受应届）,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.5-3万·14薪,经验不限,本科
C/C++开发工程师（可接受无经验应届生）,外企德科数字技术有限公司,上海·青浦·金泽,1.4-2.8万·14薪,经验不限,本科
C/C++开发工程师（可接受无经验应届生）,外企德科数字技术有限公司,上海·青浦·金泽,1.4-2.8万·14薪,经验不限,本科
java/c++/python后端开发 双休 高薪 五险一金,外企德科数字技术有限公司,东莞·大朗镇,1.5-3万·14薪,经验不限,本科
java/c++/python后端开发 双休 高薪 五险一金,外企德科数字技术有限公司,东莞·大朗镇,1.5-3万·14薪,经验不限,本科
java/python/c/c++ 应届可培养,外企德科数字技术有限公司,深圳·龙岗·坂田,1.6-2.4万·16薪,经验不限,本科
java/python/c/c++ 应届可培养,外企德科数字技术有限公司,深圳·龙岗·坂田,1.6-2.4万·16薪,经验不限,本科
C/C++、Java、Scala、Python、JS等后端开发,外企德科数字技术有限公司,杭州·滨江·长河,1.7-3万·16薪,经验不限,本科
C/C++、Java、Scala、Python、JS等后端开发,外企德科数字技术有限公司,杭州·滨江·长河,1.7-3万·16薪,经验不限,本科
Java/C/C++/Python/Go开发工程师,外企德科数字技术有限公司,武汉·江夏·豹澥,1.3-2.6万,1-3年,本科
Java/C/C++/Python/Go开发工程师,外企德科数字技术有限公司,武汉·江夏·豹澥,1.3-2.6万,1-3年,本科
FAE（C++/算法）,外企德科数字技术有限公司,杭州·滨江·长河,1.3-1.8万,3-5年,本科
FAE（C++/算法）,外企德科数字技术有限公司,杭州·滨江·长河,1.3-1.8万,3-5年,本科
初级/中级c++软件开发工程师（可转语言）,外企德科数字技术有限公司,东莞·大朗镇,1.2-2.4万·14薪,经验不限,本科
初级/中级c++软件开发工程师（可转语言）,外企德科数字技术有限公司,东莞·大朗镇,1.2-2.4万·14薪,经验不限,本科
Java/Python/C/C++/测试/算法/前端岗,外企德科数字技术有限公司,苏州·工业园区,1.2-2.4万·14薪,经验不限,本科
Java/Python/C/C++/测试/算法/前端岗,外企德科数字技术有限公司,苏州·工业园区,1.2-2.4万·14薪,经验不限,本科
软件开发工程师（Java/C/C++/python),外企德科数字技术有限公司,苏州·工业园区,1.5-3万·14薪,经验不限,本科
软件开发工程师（Java/C/C++/python),外企德科数字技术有限公司,苏州·工业园区,1.5-3万·14薪,经验不限,本科
c++/python/java/c/算法/测试,外企德科数字技术有限公司,杭州·滨江·长河,1.5-3万·14薪,经验不限,本科
c++/python/java/c/算法/测试,外企德科数字技术有限公司,杭州·滨江·长河,1.5-3万·14薪,经验不限,本科
c++软件研发工程师,外企德科数字技术有限公司,深圳·龙岗·坂田,1.5-3万,经验不限,本科
c++软件研发工程师,外企德科数字技术有限公司,深圳·龙岗·坂田,1.5-3万,经验不限,本科
测试/前端/后端开发工程师Java/C/C++/Python,外企德科数字技术有限公司,长沙·开福·月湖,1.5-2.8万·14薪,经验不限,本科
测试/前端/后端开发工程师Java/C/C++/Python,外企德科数字技术有限公司,长沙·开福·月湖,1.5-2.8万·14薪,经验不限,本科
Java/C/C++/Python/前端/测试（接受应届）,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.5-3万·14薪,经验不限,本科
Java/C/C++/Python/前端/测试（接受应届）,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.5-3万·14薪,经验不限,本科
c++软件研发工程师,外企德科数字技术有限公司,杭州·滨江·长河,1.2-2.4万,经验不限,本科
c++软件研发工程师,外企德科数字技术有限公司,杭州·滨江·长河,1.2-2.4万,经验不限,本科
java/C++软件开发工程师,外企德科数字技术有限公司,东莞·大朗镇,1.2-2.3万,经验不限,本科
java/C++软件开发工程师,外企德科数字技术有限公司,东莞·大朗镇,1.2-2.3万,经验不限,本科
java/C++软件开发工程师,外企德科数字技术有限公司,东莞·大朗镇,1.2-2.3万,经验不限,本科
java/C++软件开发工程师,外企德科数字技术有限公司,东莞·大朗镇,1.2-2.3万,经验不限,本科
c/c++/java/python开发/测试【base北京】,外企德科数字技术有限公司,北京·海淀·上地,1.2-1.8万·14薪,经验不限,本科
c/c++/java/python开发/测试【base北京】,外企德科数字技术有限公司,北京·海淀·上地,1.2-1.8万·14薪,经验不限,本科
c/c++/java/python开发/测试【base武汉】,外企德科数字技术有限公司,武汉·江夏·豹澥,1.2-1.8万·14薪,经验不限,本科
c/c++/java/python开发/测试【base武汉】,外企德科数字技术有限公司,武汉·江夏·豹澥,1.2-1.8万·14薪,经验不限,本科
Java/JS/Python/算法/C/C++工程师,外企德科数字技术有限公司,南京·雨花台·雨花,1.2-2.4万·14薪,经验不限,本科
Java/JS/Python/算法/C/C++工程师,外企德科数字技术有限公司,南京·雨花台·雨花,1.2-2.4万·14薪,经验不限,本科
[Java/C/C++/Python/前端/测试（接受应届/无经验\考研考公失败过渡）大厂＋双休＋14~16薪open],外企德科数字技术有限公司,上海·浦东·金桥,1.5-3万·14薪,经验不限,本科
[Java/C/C++/Python/前端/测试（接受应届/无经验\考研考公失败过渡）大厂＋双休＋14~16薪open],外企德科数字技术有限公司,上海·浦东·金桥,1.5-3万·14薪,经验不限,本科
JAVA/ Python/C/C++/GO/数据开发,外企德科数字技术有限公司,上海·浦东·金桥,1.7-3万,经验不限,本科
JAVA/ Python/C/C++/GO/数据开发,外企德科数字技术有限公司,上海·浦东·金桥,1.7-3万,经验不限,本科
java/c++/C/Python/前端开发工程师,外企德科数字技术有限公司,东莞·大朗镇,1.5-3万·14薪,经验不限,本科
java/c++/C/Python/前端开发工程师,外企德科数字技术有限公司,东莞·大朗镇,1.5-3万·14薪,经验不限,本科
java、C/C++、python等个后端开发,外企德科数字技术有限公司,深圳·龙岗·坂田,1.6-3万·14薪,经验不限,本科
java、C/C++、python等个后端开发,外企德科数字技术有限公司,深圳·龙岗·坂田,1.6-3万·14薪,经验不限,本科
java、C/C++、python等个后端开发,外企德科数字技术有限公司,上海·浦东·金桥,1.6-3万·16薪,经验不限,本科
java、C/C++、python等个后端开发,外企德科数字技术有限公司,上海·浦东·金桥,1.6-3万·16薪,经验不限,本科
月薪15-35k/java/c++/python后端开发/,外企德科数字技术有限公司,上海·浦东·金桥,1.6-3万·14薪,经验不限,本科
月薪15-35k/java/c++/python后端开发/,外企德科数字技术有限公司,上海·浦东·金桥,1.6-3万·14薪,经验不限,本科
月薪15-35k/java/c++/python后端开发/算法/测试,外企德科数字技术有限公司,南京·雨花台·雨花,1.5-3万·14薪,经验不限,本科
月薪15-35k/java/c++/python后端开发/算法/测试,外企德科数字技术有限公司,南京·雨花台·雨花,1.5-3万·14薪,经验不限,本科
Java/C++开发工程师（接受25届，导师带教）,外企德科数字技术有限公司,南京·雨花台·雨花,1.6-3万·14薪,经验不限,本科
Java/C++开发工程师（接受25届，导师带教）,外企德科数字技术有限公司,南京·雨花台·雨花,1.6-3万·14薪,经验不限,本科
Java/C/C++/Python/Go开发工程师,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.3-2.6万·14薪,经验不限,本科
Java/C/C++/Python/Go开发工程师,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.3-2.6万·14薪,经验不限,本科
软件开发工程师（Java/C/C++/python),外企德科数字技术有限公司,成都·郫都·合作街道,1.5-3万·14薪,经验不限,本科
软件开发工程师（Java/C/C++/python),外企德科数字技术有限公司,成都·郫都·合作街道,1.5-3万·14薪,经验不限,本科
Java/C/C++/Python/JS 软件开发测试工程师,外企德科数字技术有限公司,长沙·岳麓·麓谷,1.5-2.8万·14薪,经验不限,本科
Java/C/C++/Python/JS 软件开发测试工程师,外企德科数字技术有限公司,长沙·岳麓·麓谷,1.5-2.8万·14薪,经验不限,本科
Java/C/C++/Python/前端/测试（接受应届）,外企德科数字技术有限公司,杭州·滨江·长河,1.5-3万·14薪,经验不限,本科
Java/C/C++/Python/前端/测试（接受应届）,外企德科数字技术有限公司,杭州·滨江·长河,1.5-3万·14薪,经验不限,本科
c++软件研发工程师,外企德科数字技术有限公司,南京·雨花台·雨花,1-2万·14薪,1-3年,本科
c++软件研发工程师,外企德科数字技术有限公司,南京·雨花台·雨花,1-2万·14薪,1-3年,本科
c/c++/java/python开发/测试【base南京】,外企德科数字技术有限公司,南京·雨花台·雨花,1.2-1.8万·14薪,经验不限,本科
c/c++/java/python开发/测试【base南京】,外企德科数字技术有限公司,南京·雨花台·雨花,1.2-1.8万·14薪,经验不限,本科
java、C/C++、python等个后端开发,外企德科数字技术有限公司,成都·郫都·合作街道,1.6-3万·14薪,经验不限,本科
java、C/C++、python等个后端开发,外企德科数字技术有限公司,成都·郫都·合作街道,1.6-3万·14薪,经验不限,本科
Java/python/C/C++/JS前后端软件开发工程师,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.3-2.6万·14薪,经验不限,本科
Java/python/C/C++/JS前后端软件开发工程师,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.3-2.6万·14薪,经验不限,本科
C/C++软件开发工程师,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.2-2.4万·14薪,经验不限,本科
C/C++软件开发工程师,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.2-2.4万·14薪,经验不限,本科
C/C++软件开发工程师,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.2-2.4万·14薪,经验不限,本科
C/C++软件开发工程师,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.2-2.4万·14薪,经验不限,本科
C/C++/Java/JS/Python软件开发【全国有岗】,外企德科数字技术有限公司,厦门·湖里·江头,1.5-3万·14薪,经验不限,本科
C/C++/Java/JS/Python软件开发【全国有岗】,外企德科数字技术有限公司,厦门·湖里·江头,1.5-3万·14薪,经验不限,本科
Java/C++/C/Python/测试开发工程师（接受应届，导师带教）,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.3-2.6万·14薪,经验不限,本科
Java/C++/C/Python/测试开发工程师（接受应届，导师带教）,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.3-2.6万·14薪,经验不限,本科
C++软件开发工程师　五险一金最高缴纳比例　年终奖,外企德科数字技术有限公司,武汉·江夏·豹澥,1.5-3万·16薪,经验不限,本科
C++软件开发工程师　五险一金最高缴纳比例　年终奖,外企德科数字技术有限公司,武汉·江夏·豹澥,1.5-3万·16薪,经验不限,本科
C/C#/C++/python/java/,外企德科数字技术有限公司,上海·浦东·金桥,1.5-3万·14薪,经验不限,本科
C/C#/C++/python/java/,外企德科数字技术有限公司,上海·浦东·金桥,1.5-3万·14薪,经验不限,本科
C++开发工程师,外企德科数字技术有限公司,杭州·滨江·长河,1.4-2.8万·14薪,经验不限,本科
C++开发工程师,外企德科数字技术有限公司,杭州·滨江·长河,1.4-2.8万·14薪,经验不限,本科
c++软件研发工程师,外企德科数字技术有限公司,南京·雨花台·雨花,1.2-2.4万,经验不限,本科
c++软件研发工程师,外企德科数字技术有限公司,南京·雨花台·雨花,1.2-2.4万,经验不限,本科
月薪15-35k/java/c++/python后端开发/双休/五险一金,外企德科数字技术有限公司,东莞·大朗镇,1.5-3万·14薪,经验不限,本科
月薪15-35k/java/c++/python后端开发/双休/五险一金,外企德科数字技术有限公司,东莞·大朗镇,1.5-3万·14薪,经验不限,本科
c++软件研发工程师,外企德科数字技术有限公司,东莞·大朗镇,1.2-1.4万,经验不限,本科
c++软件研发工程师,外企德科数字技术有限公司,东莞·大朗镇,1.2-1.4万,经验不限,本科
C/C++软件开发工程师（初中高级均有岗位-线上面试）,外企德科数字技术有限公司,苏州·工业园区,1.5-3万·14薪,3-5年,本科
C/C++软件开发工程师（初中高级均有岗位-线上面试）,外企德科数字技术有限公司,苏州·工业园区,1.5-3万·14薪,3-5年,本科
软件岗（Java/Python/C/C++/软测/嵌入式等）,外企德科数字技术有限公司,苏州·工业园区,1.4-2.8万·14薪,经验不限,本科
软件岗（Java/Python/C/C++/软测/嵌入式等）,外企德科数字技术有限公司,苏州·工业园区,1.4-2.8万·14薪,经验不限,本科
Java/JS/Python/算法/C/C++工程师,外企德科数字技术有限公司,武汉·江夏·豹澥,1.2-2.4万·14薪,经验不限,本科
Java/JS/Python/算法/C/C++工程师,外企德科数字技术有限公司,武汉·江夏·豹澥,1.2-2.4万·14薪,经验不限,本科
Java/JS/Python/算法/C/C++工程师,外企德科数字技术有限公司,成都·郫都·合作街道,1.2-2.4万·14薪,经验不限,本科
Java/JS/Python/算法/C/C++工程师,外企德科数字技术有限公司,成都·郫都·合作街道,1.2-2.4万·14薪,经验不限,本科
Java/JS/Python/算法/C/C++工程师,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.2-2.4万·14薪,经验不限,本科
Java/JS/Python/算法/C/C++工程师,外企德科数字技术有限公司,西安·雁塔·漳浒寨,1.2-2.4万·14薪,经验不限,本科
C/C++/Java/JS/Python软件开发（全国有岗 接受应届）,外企德科数字技术有限公司,深圳·龙岗·坂田,1.5-3万·14薪,经验不限,本科
C/C++/Java/JS/Python软件开发（全国有岗 接受应届）,外企德科数字技术有限公司,深圳·龙岗·坂田,1.5-3万·14薪,经验不限,本科
软件通用岗位/接受应届考研考公失败 java/python/C++/测试/C/GO/大数据开发,外企德科数字技术有限公司,深圳·龙岗·坂田,1.5-3万·14薪,经验不限,本科
软件通用岗位/接受应届考研考公失败 java/python/C++/测试/C/GO/大数据开发,外企德科数字技术有限公司,深圳·龙岗·坂田,1.5-3万·14薪,经验不限,本科
C/C++/Java/JS/Python/Go软件开发【全国有岗位 可接受应届】,外企德科数字技术有限公司,南京·雨花台·雨花,1.5-3万·14薪,经验不限,本科
C/C++/Java/JS/Python/Go软件开发【全国有岗位 可接受应届】,外企德科数字技术有限公司,南京·雨花台·雨花,1.5-3万·14薪,经验不限,本科
java/Python/C/C++/JS/AI算法/软件测试,外企德科数字技术有限公司,武汉·江夏·豹澥,1.6-3万,经验不限,本科
java/Python/C/C++/JS/AI算法/软件测试,外企德科数字技术有限公司,武汉·江夏·豹澥,1.6-3万,经验不限,本科
C/C++/Java/JS/Python软件开发（全国有岗 接受应届）,外企德科数字技术有限公司,苏州·虎丘,1.5-3万·14薪,经验不限,本科
C/C++/Java/JS/Python软件开发（全国有岗 接受应届）,外企德科数字技术有限公司,苏州·虎丘,1.5-3万·14薪,经验不限,本科
C/C++/Java/Python/JS软件开发/算法/数据,外企德科数字技术有限公司,上海·浦东·金桥,1.7-3万·15薪,经验不限,本科
C/C++/Java/Python/JS软件开发/算法/数据,外企德科数字技术有限公司,上海·浦东·金桥,1.7-3万·15薪,经验不限,本科
Java/C/C++/Python/前端/测试（接受应届）,外企德科数字技术有限公司,上海·浦东·金桥,1.5-3万·14薪,经验不限,本科
Java/C/C++/Python/前端/测试（接受应届）,外企德科数字技术有限公司,上海·浦东·金桥,1.5-3万·14薪,经验不限,本科
Java/C/C++/Python/前端/测试（接受应届）,外企德科数字技术有限公司,上海·浦东·金桥,1.5-3万·14薪,经验不限,本科
Java/C/C++/Python/前端/测试（接受应届）,外企德科数字技术有限公司,上海·浦东·金桥,1.5-3万·14薪,经验不限,本科
java、C/C++、python等个后端开发,外企德科数字技术有限公司,东莞·大朗镇,1.6-3万·14薪,经验不限,本科
java、C/C++、python等个后端开发,外企德科数字技术有限公司,东莞·大朗镇,1.6-3万·14薪,经验不限,本科
Java/C/C++/Python/C#/Js/Ios,外企德科数字技术有限公司,成都·郫都·合作街道,1.5-2.7万,1-3年,本科
Java/C/C++/Python/C#/Js/Ios,外企德科数字技术有限公司,成都·郫都·合作街道,1.5-2.7万,1-3年,本科
JAVA/C/C++/Python/go/web开发工程师 全国岗14薪，全额社保公积金 应届生/考研/考公失败可投,外企德科数字技术有限公司,成都·郫都·合作街道,1.5-3万·14薪,经验不限,本科
JAVA/C/C++/Python/go/web开发工程师 全国岗14薪，全额社保公积金 应届生/考研/考公失败可投,外企德科数字技术有限公司,成都·郫都·合作街道,1.5-3万·14薪,经验不限,本科
C++/C开发工程师（接受应届，导师带教）,外企德科数字技术有限公司,杭州·滨江·西兴,1.5-3万·14薪,经验不限,本科
C++/C开发工程师（接受应届，导师带教）,外企德科数字技术有限公司,杭州·滨江·西兴,1.5-3万·14薪,经验不限,本科
Java/c/c++/python/js软件开发工程师,外企德科数字技术有限公司,成都·郫都·合作街道,1.4-2.8万·14薪,经验不限,本科
Java/c/c++/python/js软件开发工程师,外企德科数字技术有限公司,成都·郫都·合作街道,1.4-2.8万·14薪,经验不限,本科
Java/C++/C/Python/GO/JS,外企德科数字技术有限公司,成都·郫都·合作街道,1.2-2.4万·15薪,经验不限,本科
Java/C++/C/Python/GO/JS,外企德科数字技术有限公司,成都·郫都·合作街道,1.2-2.4万·15薪,经验不限,本科
Java/Python/C/C++/测试/算法/前端岗,外企德科数字技术有限公司,成都·郫都·合作街道,1.2-2.4万·14薪,经验不限,本科
Java/Python/C/C++/测试/算法/前端岗,外企德科数字技术有限公司,成都·郫都·合作街道,1.2-2.4万·14薪,经验不限,本科
C/C++/Java/Python/Go通用软件开发/测试,外企德科数字技术有限公司,深圳·龙岗·坂田,1.5-3万,经验不限,本科
C/C++/Java/Python/Go通用软件开发/测试,外企德科数字技术有限公司,深圳·龙岗·坂田,1.5-3万,经验不限,本科
Java/c/c++/python/js软件开发工程师,外企德科数字技术有限公司,东莞·大朗镇,1.4-2.8万·14薪,经验不限,本科
Java/c/c++/python/js软件开发工程师,外企德科数字技术有限公司,东莞·大朗镇,1.4-2.8万·14薪,经验不限,本科
Java/C/C++/Python/JS 软件开发测试工程师,外企德科数字技术有限公司,济南·历下·龙洞,1.5-2.8万·14薪,经验不限,本科
Java/C/C++/Python/JS 软件开发测试工程师,外企德科数字技术有限公司,济南·历下·龙洞,1.5-2.8万·14薪,经验不限,本科
c++软件研发工程师,外企德科数字技术有限公司,武汉·江夏·豹澥,1.2-2.4万·14薪,经验不限,本科
c++软件研发工程师,外企德科数字技术有限公司,武汉·江夏·豹澥,1.2-2.4万·14薪,经验不限,本科
C++ 开发工程师,外企德科数字技术有限公司,武汉·江夏·豹澥,1.3-2.5万,经验不限,本科
C++ 开发工程师,外企德科数字技术有限公司,武汉·江夏·豹澥,1.3-2.5万,经验不限,本科
C/C++/C#/python/算法工程师/java,外企德科数字技术有限公司,杭州·滨江·长河,1.3-2.5万·14薪,经验不限,本科
C/C++/C#/python/算法工程师/java,外企德科数字技术有限公司,杭州·滨江·长河,1.3-2.5万·14薪,经验不限,本科
C++开发工程师,外企德科数字技术有限公司,西安·长安·漳浒寨,1.3-2.6万,经验不限,本科
C++开发工程师,外企德科数字技术有限公司,西安·长安·漳浒寨,1.3-2.6万,经验不限,本科
Java/C/C++/Python/前端/测试（接受应届）,外企德科数字技术有限公司,杭州·滨江·长河,1.6-2.4万·14薪,经验不限,本科
Java/C/C++/Python/前端/测试（接受应届）,外企德科数字技术有限公司,杭州·滨江·长河,1.6-2.4万·14薪,经验不限,本科
软件工程师c/c++/python/java+双休,外企德科数字技术有限公司,苏州·虎丘,2.2-2.3万·16薪,经验不限,本科
软件工程师c/c++/python/java+双休,外企德科数字技术有限公司,苏州·虎丘,2.2-2.3万·16薪,经验不限,本科
软件工程师c/c++/python/java+双休,外企德科数字技术有限公司,西安·雁塔·漳浒寨,2.2-2.3万·16薪,经验不限,本科
软件工程师c/c++/python/java+双休,外企德科数字技术有限公司,西安·雁塔·漳浒寨,2.2-2.3万·16薪,经验不限,本科
Java/C/C++/python/GO/web/测试,外企德科数字技术有限公司,东莞·大朗镇,1.2-2.4万,经验不限,本科
Java/C/C++/python/GO/web/测试,外企德科数字技术有限公司,东莞·大朗镇,1.2-2.4万,经验不限,本科
C/C++/Java/Python/JS软件开发/算法/数据,外企德科数字技术有限公司,贵阳·花溪·湖潮,1.7-3万·15薪,经验不限,本科
